County,Year,Month,Labor Force,Employment,Unemployment,Unemp. Rate
Tulare,2017,August,"206,600","185,800","20,700",10.0%
Tulare,2017,September,"206,100","187,400","18,700",9.1%
Tulare,2017,October,"200,600","182,100","18,600",9.3%
Tulare,2017,November,"202,400","183,500","19,000",9.4%
Tulare,2017,December,"201,900","181,100","20,800",10.3%
Tulare,2018,January,"203,400","180,400","23,000",11.3%
Tulare,2018,February,"207,400","183,600","23,800",11.5%
Tulare,2018,March,"203,600","180,000","23,600",11.6%
Tulare,2018,April,"206,100","185,800","20,300",9.9%
Tulare,2018,May,"209,200","191,400","17,800",8.5%
Tulare,2018,June,"208,300","188,500","19,800",9.5%
Tulare,2018,July,"202,500","182,800","19,600",9.7%
Tulare,2018,August,"204,500","186,000","18,500",9.1%
Tulare,2018,September,"204,600","187,900","16,800",8.2%
Tulare,2018,October,"200,600","183,400","17,200",8.6%
Tulare,2018,November,"203,900","185,800","18,100",8.9%
Tulare,2018,December,"203,500","183,200","20,300",10.0%
Tulare,2019,January,"205,800","182,000","23,900",11.6%
Tulare,2019,February,"206,100","182,600","23,500",11.4%
Tulare,2019,March,"204,300","180,500","23,800",11.7%
Tulare,2019,April,"205,300","185,100","20,200",9.9%
Tulare,2019,May,"206,600","189,500","17,200",8.3%
Tulare,2019,June,"206,100","187,300","18,800",9.1%
Tulare,2019,July,"202,500","182,600","19,900",9.8%
Tulare,2019,August,"205,400","186,500","18,900",9.2%
Tulare,2019,September,"204,400","187,800","16,600",8.1%
Tulare,2019,October,"201,700","184,500","17,200",8.5%
Tulare,2019,November,"202,600","184,300","18,300",9.0%
Tulare,2019,December,"201,800","181,900","19,900",9.8%
Tulare,2020,January,"208,800","185,800","22,900",11.0%
Tulare,2020,February,"211,100","187,600","23,500",11.1%
Tulare,2020,March,"214,700","180,600","34,100",15.9%
Tulare,2020,April,"206,400","168,100","38,300",18.6%
Tulare,2020,May,"206,700","172,500","34,200",16.5%
Tulare,2020,June,"207,900","177,500","30,300",14.6%
Tulare,2020,July,"200,800","171,200","29,600",14.8%
Tulare,2020,August,"201,400","176,700","24,700",12.3%
Tulare,2020,September,"199,600","176,200","23,400",11.7%
Tulare,2020,October,"196,600","175,300","21,200",10.8%
Tulare,2020,November,"199,000","177,500","21,500",10.8%
Tulare,2020,December,"198,700","176,200","22,500",11.3%
Tulare,2021,January,"200,000","175,900","24,100",12.1%
Tulare,2021,February,"202,000","176,900","25,100",12.4%
Tulare,2021,March,"200,700","175,700","25,000",12.5%
Tulare,2021,April,"203,700","179,600","24,000",11.8%
Tulare,2021,May,"205,300","183,400","21,900",10.7%
Tulare,2021,June,"204,700","180,700","24,000",11.7%
Tulare,2021,July,"203,800","181,300","22,600",11.1%
Tulare,2021,August,"204,400","183,300","21,100",10.3%
Tulare,2021,September,"204,300","185,900","18,400",9.0%
Tulare,2021,October,"201,600","183,700","17,900",8.9%
Tulare,2021,November,"203,400","186,800","16,600",8.2%
Tulare,2021,December,"201,700","185,200","16,600",8.2%
Tulare,2022,January,"206,000","186,500","19,600",9.5%
Tulare,2022,February,"207,100","187,800","19,300",9.3%
Tulare,2022,March,"205,800","187,600","18,200",8.8%
Tulare,2022,April,"209,900","193,700","16,300",7.7%
Tulare,2022,May,"211,800","197,000","14,900",7.0%
Tulare,2022,June,"210,500","194,100","16,400",7.8%
Tulare,2022,July,"208,700","192,100","16,600",7.9%
Tulare,2022,August,"211,000","193,900","17,100",8.1%
Tulare,2022,September,"210,800","195,000","15,800",7.5%
Tulare,2022,October,"208,500","191,500","17,000",8.2%
Tulare,2022,November,"210,400","192,600","17,800",8.5%
Tulare,2022,December,"212,600","194,400","18,200",8.6%
Tulare,2023,January,"212,200","191,300","21,000",9.9%
Tulare,2023,February,"215,700","192,700","23,000",10.7%
Tulare,2023,March,"214,500","191,200","23,300",10.9%
Tulare,2023,April,"215,800","195,600","20,200",9.4%
Tulare,2023,May,"221,400","200,900","20,500",9.2%
Tulare,2023,June,"218,800","197,800","21,000",9.6%
Tulare,2023,July,"213,600","192,600","20,900",9.8%
Tulare,2023,August,"218,900","197,700","21,200",9.7%
Tulare,2023,September,"218,700","199,700","19,000",8.7%
Tulare,2023,October,"216,600","195,900","20,700",9.5%
Tulare,2023,November,"219,200","197,800","21,400",9.7%
Tulare,2023,December,"219,400","196,700","22,800",10.4%
Tulare,2024,January,"220,900","196,500","24,400",11.0%
Tulare,2024,February,"222,900","196,800","26,000",11.7%
Tulare,2024,March,"220,100","195,000","25,100",11.4%
Tulare,2024,April,"221,100","198,700","22,500",10.2%
Tulare,2024,May,"224,900","203,800","21,100",9.4%
Tulare,2024,June,"220,800","198,400","22,400",10.2%
Tulare,2024,July,"218,000","194,100","23,900",11.0%
Tulare,2024,August,"220,900","198,200","22,700",10.3%
Tulare,2024,September,"220,700","200,700","20,100",9.1%
Tulare,2024,October,"219,200","198,300","21,000",9.6%
Tulare,2024,November,"221,100","198,600","22,400",10.2%
Tulare,2024,December,"221,100","198,600","22,500",10.2%
Tuolumne,2010,January,"22,560","18,770","3,780",16.8%
Tuolumne,2010,February,"22,840","19,010","3,830",16.8%
Tuolumne,2010,March,"22,750","18,870","3,880",17.0%
Tuolumne,2010,April,"22,520","18,930","3,590",15.9%
Tuolumne,2010,May,"22,670","19,280","3,390",15.0%
Tuolumne,2010,June,"22,680","19,350","3,330",14.7%
Tuolumne,2010,July,"22,990","19,620","3,370",14.6%
Tuolumne,2010,August,"22,970","19,620","3,360",14.6%
Tuolumne,2010,September,"22,580","19,370","3,210",14.2%
Tuolumne,2010,October,"22,330","19,120","3,210",14.4%
Tuolumne,2010,November,"22,540","19,110","3,430",15.2%
Tuolumne,2010,December,"22,400","18,990","3,410",15.2%
Tuolumne,2011,January,"22,560","18,920","3,640",16.1%
Tuolumne,2011,February,"22,540","18,960","3,570",15.9%
Tuolumne,2011,March,"22,400","18,910","3,490",15.6%
Tuolumne,2011,April,"22,250","18,970","3,280",14.8%
Tuolumne,2011,May,"22,400","19,200","3,200",14.3%
Tuolumne,2011,June,"22,590","19,290","3,290",14.6%
Tuolumne,2011,July,"23,130","19,860","3,270",14.1%
Tuolumne,2011,August,"23,220","20,030","3,190",13.7%
Tuolumne,2011,September,"22,820","19,720","3,090",13.6%
Tuolumne,2011,October,"22,670","19,600","3,060",13.5%
Tuolumne,2011,November,"22,750","19,700","3,050",13.4%
Tuolumne,2011,December,"22,330","19,170","3,150",14.1%
Tuolumne,2012,January,"22,240","18,870","3,370",15.2%
Tuolumne,2012,February,"22,590","19,260","3,330",14.7%
Tuolumne,2012,March,"22,460","19,210","3,250",14.5%
Tuolumne,2012,April,"22,280","19,310","2,970",13.3%
Tuolumne,2012,May,"22,280","19,440","2,840",12.7%
Tuolumne,2012,June,"22,460","19,580","2,890",12.8%
Tuolumne,2012,July,"22,740","19,810","2,930",12.9%
Tuolumne,2012,August,"22,480","19,690","2,790",12.4%
Tuolumne,2012,September,"22,260","19,670","2,590",11.6%
Tuolumne,2012,October,"21,910","19,310","2,600",11.9%
Tuolumne,2012,November,"21,780","19,230","2,550",11.7%
Tuolumne,2012,December,"21,590","18,890","2,700",12.5%
Tuolumne,2013,January,"22,040","19,110","2,930",13.3%
Tuolumne,2013,February,"21,920","19,180","2,740",12.5%
Tuolumne,2013,March,"21,710","19,100","2,610",12.0%
Tuolumne,2013,April,"21,540","19,150","2,390",11.1%
Tuolumne,2013,May,"21,780","19,540","2,240",10.3%
Tuolumne,2013,June,"22,010","19,640","2,370",10.8%
Tuolumne,2013,July,"21,930","19,610","2,320",10.6%
Tuolumne,2013,August,"21,700","19,480","2,220",10.2%
Tuolumne,2013,September,"21,660","19,520","2,150",9.9%
Tuolumne,2013,October,"21,440","19,280","2,160",10.1%
Tuolumne,2013,November,"21,380","19,240","2,140",10.0%
Tuolumne,2013,December,"21,240","19,180","2,060",9.7%
Tuolumne,2014,January,"21,220","18,960","2,260",10.7%
Tuolumne,2014,February,"21,740","19,450","2,290",10.5%
Tuolumne,2014,March,"21,630","19,390","2,240",10.4%
Tuolumne,2014,April,"21,240","19,320","1,920",9.0%
Tuolumne,2014,May,"21,560","19,770","1,800",8.3%
Tuolumne,2014,June,"21,720","19,870","1,850",8.5%
Tuolumne,2014,July,"21,820","19,900","1,920",8.8%
Tuolumne,2014,August,"21,470","19,660","1,800",8.4%
Tuolumne,2014,September,"21,810","20,150","1,660",7.6%
Tuolumne,2014,October,"21,650","20,000","1,650",7.6%
Tuolumne,2014,November,"21,510","19,850","1,650",7.7%
Tuolumne,2014,December,"21,360","19,740","1,630",7.6%
Tuolumne,2015,January,"21,460","19,630","1,830",8.5%
Tuolumne,2015,February,"21,410","19,650","1,760",8.2%
Tuolumne,2015,March,"21,420","19,740","1,680",7.9%
Tuolumne,2015,April,"21,400","19,870","1,540",7.2%
Tuolumne,2015,May,"21,760","20,290","1,470",6.8%
Tuolumne,2015,June,"21,710","20,200","1,510",6.9%
Tuolumne,2015,July,"21,780","20,240","1,550",7.1%
Tuolumne,2015,August,"21,650","20,220","1,430",6.6%
Tuolumne,2015,September,"21,590","20,240","1,340",6.2%
Tuolumne,2015,October,"21,440","20,080","1,370",6.4%
Tuolumne,2015,November,"21,460","20,080","1,390",6.5%
Tuolumne,2015,December,"21,390","19,990","1,410",6.6%
Tuolumne,2016,January,"22,040","20,410","1,630",7.4%
Tuolumne,2016,February,"22,390","20,830","1,560",6.9%
Tuolumne,2016,March,"22,450","20,910","1,550",6.9%
Tuolumne,2016,April,"21,930","20,540","1,390",6.3%
Tuolumne,2016,May,"22,040","20,820","1,220",5.5%
Tuolumne,2016,June,"22,290","20,930","1,360",6.1%
Tuolumne,2016,July,"22,450","21,070","1,380",6.1%
Tuolumne,2016,August,"22,240","20,920","1,330",6.0%
Tuolumne,2016,September,"22,220","20,960","1,260",5.6%
Tuolumne,2016,October,"22,080","20,840","1,240",5.6%
Tuolumne,2016,November,"21,920","20,690","1,230",5.6%
Tuolumne,2016,December,"21,670","20,370","1,300",6.0%
Tuolumne,2017,January,"21,720","20,240","1,480",6.8%
Tuolumne,2017,February,"22,030","20,590","1,440",6.5%
Tuolumne,2017,March,"21,990","20,650","1,350",6.1%
Tuolumne,2017,April,"21,800","20,600","1,200",5.5%
Tuolumne,2017,May,"21,710","20,650","1,060",4.9%
Tuolumne,2017,June,"22,100","20,950","1,150",5.2%
Tuolumne,2017,July,"22,330","21,130","1,200",5.4%
Tuolumne,2017,August,"22,150","20,980","1,170",5.3%
Tuolumne,2017,September,"22,130","21,080","1,050",4.7%
Tuolumne,2017,October,"21,970","20,960","1,010",4.6%
Tuolumne,2017,November,"21,790","20,780","1,010",4.6%
Tuolumne,2017,December,"21,650","20,620","1,030",4.8%
Tuolumne,2018,January,"21,430","20,250","1,180",5.5%
Tuolumne,2018,February,"21,900","20,680","1,220",5.6%
Tuolumne,2018,March,"21,770","20,620","1,150",5.3%
Tuolumne,2018,April,"21,570","20,550","1,010",4.7%
Tuolumne,2018,May,"21,510","20,640",870,4.0%
Tuolumne,2018,June,"21,850","20,850","1,000",4.6%
Tuolumne,2018,July,"21,990","21,010",980,4.5%
Tuolumne,2018,August,"21,620","20,670",950,4.4%
Tuolumne,2018,September,"21,850","20,970",880,4.0%
Tuolumne,2018,October,"21,850","20,950",900,4.1%
Tuolumne,2018,November,"21,710","20,800",910,4.2%
Tuolumne,2018,December,"21,790","20,790","1,000",4.6%
Tuolumne,2019,January,"21,590","20,340","1,250",5.8%
Tuolumne,2019,February,"21,780","20,580","1,200",5.5%
Tuolumne,2019,March,"21,830","20,630","1,200",5.5%
Tuolumne,2019,April,"21,360","20,390",970,4.5%
Tuolumne,2019,May,"21,360","20,520",830,3.9%
Tuolumne,2019,June,"21,530","20,580",950,4.4%
Tuolumne,2019,July,"21,800","20,810",990,4.5%
Tuolumne,2019,August,"21,600","20,680",920,4.2%
Tuolumne,2019,September,"21,560","20,760",800,3.7%
Tuolumne,2019,October,"21,250","20,420",840,3.9%
Tuolumne,2019,November,"21,250","20,390",850,4.0%
Tuolumne,2019,December,"21,120","20,240",890,4.2%
Tuolumne,2020,January,"21,080","19,990","1,090",5.2%
Tuolumne,2020,February,"21,310","20,240","1,070",5.0%
Tuolumne,2020,March,"21,170","19,630","1,540",7.3%
Tuolumne,2020,April,"20,350","16,350","4,000",19.7%
Tuolumne,2020,May,"20,000","16,470","3,530",17.6%
Tuolumne,2020,June,"20,800","17,990","2,810",13.5%
Tuolumne,2020,July,"20,950","18,440","2,510",12.0%
Tuolumne,2020,August,"20,750","18,680","2,070",10.0%
Tuolumne,2020,September,"20,640","18,710","1,930",9.3%
Tuolumne,2020,October,"20,410","18,700","1,710",8.4%
Tuolumne,2020,November,"20,320","18,630","1,690",8.3%
Tuolumne,2020,December,"20,090","18,240","1,850",9.2%
Tuolumne,2021,January,"20,160","18,220","1,940",9.6%
Tuolumne,2021,February,"20,220","18,350","1,870",9.2%
Tuolumne,2021,March,"20,500","18,750","1,750",8.6%
Tuolumne,2021,April,"20,430","18,820","1,610",7.9%
Tuolumne,2021,May,"20,720","19,300","1,420",6.9%
Tuolumne,2021,June,"21,020","19,420","1,600",7.6%
Tuolumne,2021,July,"20,930","19,420","1,510",7.2%
Tuolumne,2021,August,"21,040","19,600","1,440",6.9%
Tuolumne,2021,September,"20,760","19,540","1,230",5.9%
Tuolumne,2021,October,"20,490","19,310","1,190",5.8%
Tuolumne,2021,November,"20,340","19,240","1,100",5.4%
Tuolumne,2021,December,"20,120","19,090","1,030",5.1%
Tuolumne,2022,January,"20,180","18,960","1,220",6.1%
Tuolumne,2022,February,"20,220","19,090","1,130",5.6%
Tuolumne,2022,March,"20,250","19,250","1,000",4.9%
Tuolumne,2022,April,"19,970","19,130",840,4.2%
Tuolumne,2022,May,"20,240","19,480",750,3.7%
Tuolumne,2022,June,"20,370","19,500",860,4.2%
Tuolumne,2022,July,"20,250","19,380",860,4.3%
Tuolumne,2022,August,"20,550","19,670",880,4.3%
Tuolumne,2022,September,"20,230","19,450",780,3.9%
Tuolumne,2022,October,"20,340","19,510",840,4.1%
Tuolumne,2022,November,"20,160","19,290",880,4.3%
Tuolumne,2022,December,"20,190","19,340",840,4.2%
Tuolumne,2023,January,"20,110","19,040","1,070",5.3%
Tuolumne,2023,February,"20,380","19,260","1,120",5.5%
Tuolumne,2023,March,"20,500","19,400","1,100",5.4%
Tuolumne,2023,April,"20,370","19,460",910,4.5%
Tuolumne,2023,May,"20,490","19,610",880,4.3%
Tuolumne,2023,June,"20,520","19,560",960,4.7%
Tuolumne,2023,July,"20,980","20,000",980,4.7%
Tuolumne,2023,August,"21,130","20,070","1,060",5.0%
Tuolumne,2023,September,"20,910","19,930",980,4.7%
Tuolumne,2023,October,"20,950","19,960",990,4.7%
Tuolumne,2023,November,"21,020","20,040",980,4.7%
Tuolumne,2023,December,"20,400","19,400","1,010",4.9%
Tuolumne,2024,January,"20,510","19,330","1,180",5.8%
Tuolumne,2024,February,"21,050","19,820","1,220",5.8%
Tuolumne,2024,March,"21,160","20,000","1,160",5.5%
Tuolumne,2024,April,"20,910","19,860","1,040",5.0%
Tuolumne,2024,May,"20,840","19,890",950,4.6%
Tuolumne,2024,June,"21,370","20,260","1,110",5.2%
Tuolumne,2024,July,"22,030","20,810","1,220",5.5%
Tuolumne,2024,August,"22,110","20,910","1,200",5.4%
Tuolumne,2024,September,"21,890","20,820","1,070",4.9%
Tuolumne,2024,October,"21,920","20,830","1,080",4.9%
Tuolumne,2024,November,"21,720","20,610","1,110",5.1%
Tuolumne,2024,December,"21,500","20,430","1,070",5.0%
Ventura,2010,January,"428,800","379,300","49,500",11.5%
Ventura,2010,February,"431,300","382,900","48,400",11.2%
Ventura,2010,March,"433,200","385,100","48,200",11.1%
Ventura,2010,April,"435,300","390,000","45,400",10.4%
Ventura,2010,May,"433,900","389,800","44,000",10.2%
Ventura,2010,June,"428,800","382,800","46,000",10.7%
Ventura,2010,July,"430,100","381,200","48,800",11.3%
Ventura,2010,August,"427,500","378,700","48,800",11.4%
Ventura,2010,September,"427,300","380,200","47,000",11.0%
Ventura,2010,October,"429,700","383,800","45,800",10.7%
Ventura,2010,November,"430,400","383,000","47,400",11.0%
Ventura,2010,December,"429,100","383,300","45,800",10.7%
Ventura,2011,January,"425,200","377,600","47,700",11.2%
Ventura,2011,February,"429,600","383,900","45,700",10.6%
Ventura,2011,March,"431,100","386,500","44,600",10.3%
Ventura,2011,April,"429,700","387,900","41,800",9.7%
Ventura,2011,May,"430,300","389,100","41,200",9.6%
Ventura,2011,June,"431,000","386,300","44,700",10.4%
Ventura,2011,July,"429,200","383,600","45,500",10.6%
Ventura,2011,August,"427,100","381,300","45,800",10.7%
Ventura,2011,September,"428,700","384,000","44,700",10.4%
Ventura,2011,October,"433,100","389,600","43,500",10.0%
Ventura,2011,November,"433,700","391,500","42,200",9.7%
Ventura,2011,December,"431,900","390,100","41,800",9.7%
Ventura,2012,January,"430,700","387,600","43,100",10.0%
Ventura,2012,February,"436,100","394,100","42,000",9.6%
Ventura,2012,March,"438,200","397,200","40,900",9.3%
Ventura,2012,April,"433,200","395,600","37,600",8.7%
Ventura,2012,May,"433,600","396,200","37,400",8.6%
Ventura,2012,June,"432,600","392,300","40,200",9.3%
Ventura,2012,July,"431,100","389,200","41,900",9.7%
Ventura,2012,August,"428,200","387,200","41,000",9.6%
Ventura,2012,September,"430,200","392,000","38,300",8.9%
Ventura,2012,October,"435,500","397,500","38,000",8.7%
Ventura,2012,November,"435,800","398,600","37,200",8.5%
Ventura,2012,December,"436,400","399,000","37,400",8.6%
Ventura,2013,January,"434,700","395,300","39,500",9.1%
Ventura,2013,February,"437,500","400,900","36,500",8.4%
Ventura,2013,March,"436,600","402,000","34,600",7.9%
Ventura,2013,April,"433,700","401,800","31,900",7.3%
Ventura,2013,May,"433,400","401,700","31,700",7.3%
Ventura,2013,June,"431,700","396,300","35,300",8.2%
Ventura,2013,July,"430,800","394,500","36,300",8.4%
Ventura,2013,August,"428,600","393,100","35,500",8.3%
Ventura,2013,September,"430,100","395,800","34,200",8.0%
Ventura,2013,October,"431,300","397,600","33,700",7.8%
Ventura,2013,November,"433,300","400,700","32,600",7.5%
Ventura,2013,December,"431,300","400,200","31,100",7.2%
Ventura,2014,January,"430,800","398,200","32,700",7.6%
Ventura,2014,February,"433,900","402,000","31,900",7.4%
Ventura,2014,March,"436,000","404,900","31,100",7.1%
Ventura,2014,April,"429,500","402,900","26,700",6.2%
Ventura,2014,May,"428,900","402,400","26,400",6.2%
Ventura,2014,June,"426,900","398,800","28,100",6.6%
Ventura,2014,July,"427,000","396,500","30,500",7.1%
Ventura,2014,August,"425,400","395,000","30,300",7.1%
Ventura,2014,September,"425,500","397,000","28,500",6.7%
Ventura,2014,October,"431,100","403,500","27,600",6.4%
Ventura,2014,November,"431,800","404,200","27,600",6.4%
Ventura,2014,December,"429,000","403,200","25,800",6.0%
Ventura,2015,January,"429,500","402,000","27,600",6.4%
Ventura,2015,February,"431,700","406,100","25,600",5.9%
Ventura,2015,March,"432,100","407,600","24,500",5.7%
Ventura,2015,April,"429,100","406,500","22,600",5.3%
Ventura,2015,May,"429,100","406,300","22,800",5.3%
Ventura,2015,June,"426,000","402,100","23,800",5.6%
Ventura,2015,July,"423,600","398,100","25,500",6.0%
Ventura,2015,August,"421,200","396,200","25,000",5.9%
Ventura,2015,September,"422,900","399,300","23,700",5.6%
Ventura,2015,October,"427,300","404,000","23,300",5.5%
Ventura,2015,November,"428,200","404,800","23,400",5.5%
Ventura,2015,December,"428,300","405,500","22,800",5.3%
Ventura,2016,January,"423,800","400,300","23,500",5.5%
Ventura,2016,February,"427,700","405,000","22,800",5.3%
Ventura,2016,March,"430,500","408,100","22,400",5.2%
Ventura,2016,April,"426,400","405,500","20,900",4.9%
Ventura,2016,May,"426,400","407,100","19,300",4.5%
Ventura,2016,June,"425,800","403,300","22,500",5.3%
Ventura,2016,July,"424,300","400,700","23,600",5.6%
Ventura,2016,August,"421,400","397,300","24,100",5.7%
Ventura,2016,September,"423,700","400,300","23,400",5.5%
Ventura,2016,October,"425,200","402,500","22,800",5.4%
Ventura,2016,November,"424,400","402,700","21,700",5.1%
Ventura,2016,December,"424,100","403,100","21,100",5.0%
Ventura,2017,January,"423,200","400,000","23,200",5.5%
Ventura,2017,February,"425,700","404,400","21,300",5.0%
Ventura,2017,March,"426,800","406,900","19,900",4.7%
Ventura,2017,April,"425,000","407,100","17,900",4.2%
Ventura,2017,May,"424,200","407,500","16,700",3.9%
